org,dst,CO2,NOx,CO,HC
HNY,XMN,0.0002,0.0010,0.00016,1.50E-05
HAK,LLF,0.0002,0.0009,0.00027,2.74E-05
EHU,TAO,0.0002,0.0009,0.00024,2.15E-05
LYA,CKG,0.0002,0.0010,0.00027,2.89E-05
TYN,YNT,0.0002,0.0010,0.00030,3.20E-05
JJN,WUX,0.0002,0.0010,0.00017,1.64E-05
TAO,CGD,0.0002,0.0008,0.00026,2.37E-05
ENH,NKG,0.0002,0.0009,0.00024,2.32E-05
KHN,HIA,0.0002,0.0007,0.00037,2.17E-05
XIY,ZYI,0.0002,0.0008,0.00037,3.29E-05
NNG,LJG,0.0002,0.0007,0.00034,2.01E-05
GZG,TFU,0.0002,0.0007,0.00037,1.63E-05
HJJ,LJG,0.0002,0.0010,0.00029,2.97E-05
WUA,TFU,0.0002,0.0010,0.00020,2.04E-05
WUH,ENY,0.0002,0.0006,0.00041,2.48E-05
NNG,LYA,0.0002,0.0009,0.00027,2.65E-05
NNY,SWA,0.0002,0.0006,0.00041,2.56E-05
CAN,JIQ,0.0002,0.0009,0.00017,1.50E-05
KWE,BAV,0.0002,0.0006,0.00040,2.51E-05
BAV,TGO,0.0002,0.0006,0.00039,2.39E-05
CKG,LLV,0.0002,0.0010,0.00028,2.92E-05
YIW,TSN,0.0002,0.0009,0.00018,1.64E-05
HLD,NTG,0.0002,0.0009,0.00019,1.79E-05
LZH,SZX,0.0002,0.0009,0.00035,3.61E-05
HGH,BPE,0.0002,0.0009,0.00016,1.49E-05
JJN,HCZ,0.0002,0.0009,0.00030,2.92E-05
KMG,DYG,0.0002,0.0009,0.00024,2.31E-05
EHU,HRB,0.0002,0.0009,0.00015,1.35E-05
YIH,TNA,0.0002,0.0006,0.00039,2.37E-05
HGH,HLD,0.0002,0.0009,0.00016,1.46E-05
HGH,RIZ,0.0002,0.0010,0.00026,2.71E-05
YIC,TFU,0.0002,0.0008,0.00027,2.11E-05
WXN,PEK,0.0002,0.0009,0.00025,2.49E-05
XIY,WUZ,0.0002,0.0009,0.00018,1.73E-05
CGD,TAO,0.0002,0.0009,0.00026,2.51E-05
LZO,TSN,0.0002,0.0009,0.00015,1.34E-05
XIY,WEH,0.0002,0.0009,0.00025,1.92E-05
HFE,WEH,0.0002,0.0010,0.00026,2.73E-05
KHN,LZO,0.0002,0.0007,0.00030,1.85E-05
AQG,NGB,0.0002,0.0009,0.00031,3.12E-05
DYG,SZX,0.0002,0.0010,0.00020,1.94E-05
DOY,HGH,0.0002,0.0009,0.00019,1.80E-05
CGO,TEN,0.0002,0.0009,0.00024,2.26E-05
XMN,KHN,0.0002,0.0008,0.00029,2.37E-05
FOC,YNZ,0.0002,0.0009,0.00027,2.67E-05
JNG,SHE,0.0002,0.0008,0.00025,2.29E-05
SJW,HET,0.0002,0.0011,0.00019,2.06E-05
HNY,WUX,0.0002,0.0009,0.00015,1.39E-05
TNH,TSN,0.0002,0.0010,0.00016,1.66E-05
YSQ,CTU,0.0002,0.0006,0.00030,8.30E-06
AQG,PEK,0.0002,0.0009,0.00017,1.73E-05
YSQ,TAO,0.0002,0.0008,0.00026,2.30E-05
JUH,JJN,0.0002,0.0008,0.00031,3.16E-05
HUZ,YIH,0.0002,0.0006,0.00039,2.52E-05
HFE,BHY,0.0002,0.0008,0.00027,2.42E-05
TAO,NNG,0.0002,0.0008,0.00025,2.25E-05
DLC,RIZ,0.0002,0.0011,0.00030,3.49E-05
HGH,TVS,0.0002,0.0009,0.00024,2.32E-05
YYA,HYN,0.0002,0.0007,0.00033,1.97E-05
HFE,HUZ,0.0002,0.0008,0.00017,1.48E-05
BSD,CSX,0.0002,0.0007,0.00028,1.19E-05
CKG,LFQ,0.0002,0.0010,0.00027,2.83E-05
TXN,CAN,0.0002,0.0007,0.00032,1.32E-05
FUO,TVS,0.0002,0.0009,0.00014,1.30E-05
WEH,XIY,0.0002,0.0008,0.00025,1.82E-05
HCZ,TFU,0.0002,0.0006,0.00036,2.29E-05
PVG,YSQ,0.0002,0.0008,0.00026,2.38E-05
ZYI,CAN,0.0002,0.0007,0.00031,1.59E-05
UYN,TNA,0.0002,0.0007,0.00041,3.10E-05
CKG,ZAT,0.0002,0.0011,0.00019,2.06E-05
CAN,ENY,0.0002,0.0009,0.00022,1.53E-05
PVG,FUG,0.0002,0.0009,0.00028,2.87E-05
YIC,KWE,0.0002,0.0010,0.00022,2.25E-05
JGS,NNG,0.0002,0.0007,0.00029,1.23E-05
KOW,HFE,0.0002,0.0009,0.00016,1.52E-05
LFQ,TFU,0.0002,0.0008,0.00028,2.24E-05
TSN,JUZ,0.0002,0.0006,0.00035,1.95E-05
WMT,TSN,0.0002,0.0009,0.00016,1.47E-05
BFJ,NGB,0.0002,0.0009,0.00022,2.09E-05
WEH,HFE,0.0002,0.0009,0.00025,2.62E-05
TEN,XIY,0.0002,0.0010,0.00018,1.83E-05
YYA,KWE,0.0002,0.0009,0.00023,2.24E-05
LYG,HET,0.0002,0.0006,0.00047,2.99E-05
DYG,HGH,0.0002,0.0009,0.00023,2.27E-05
CAN,WNH,0.0002,0.0007,0.00030,1.04E-05
PVG,HCZ,0.0002,0.0008,0.00026,2.51E-05
TFU,YIC,0.0002,0.0008,0.00027,2.37E-05
YIH,SJW,0.0002,0.0006,0.00038,2.44E-05
MXZ,PKX,0.0002,0.0009,0.00014,1.32E-05
YKH,NKG,0.0002,0.0008,0.00026,2.31E-05
DLU,CGO,0.0002,0.0008,0.00022,2.04E-05
NGB,BFJ,0.0002,0.0008,0.00025,2.25E-05
NGB,WXN,0.0002,0.0008,0.00016,1.38E-05
CKG,HSC,0.0002,0.0006,0.00039,2.47E-05
SJW,WMT,0.0002,0.0011,0.00016,1.86E-05
JHG,ZUH,0.0002,0.0008,0.00019,1.76E-05
TVS,FUO,0.0002,0.0008,0.00015,1.34E-05
SHE,TSN,0.0002,0.0008,0.00017,1.55E-05
SHS,FOC,0.0002,0.0009,0.00014,1.34E-05
WUH,TVS,0.0002,0.0009,0.00015,1.35E-05
LYI,HSN,0.0002,0.0008,0.00015,1.33E-05
NGB,HCZ,0.0002,0.0006,0.00036,2.37E-05
XMN,YLX,0.0002,0.0008,0.00024,1.88E-05
NAO,WNZ,0.0002,0.0009,0.00013,1.26E-05
WUX,HNY,0.0002,0.0008,0.00017,1.47E-05
RIZ,DLC,0.0002,0.0010,0.00029,3.38E-05
TXN,NNG,0.0002,0.0008,0.00026,2.09E-05
YIH,JJN,0.0002,0.0008,0.00026,2.51E-05
LYI,HGH,0.0002,0.0009,0.00033,3.47E-05
RLK,TGO,0.0002,0.0006,0.00036,2.12E-05
HFE,LFQ,0.0002,0.0008,0.00018,1.62E-05
DLC,FOC,0.0002,0.0008,0.00018,1.69E-05
YIH,CZX,0.0002,0.0008,0.00026,2.51E-05
NNG,WHA,0.0002,0.0006,0.00030,1.67E-05
HGH,LNL,0.0002,0.0008,0.00017,1.47E-05
AQG,CKG,0.0002,0.0008,0.00024,2.17E-05
WUH,BFJ,0.0002,0.0009,0.00021,2.06E-05
CAN,DYG,0.0002,0.0008,0.00026,2.46E-05
LHW,LZO,0.0002,0.0008,0.00028,2.86E-05
YKH,WUX,0.0002,0.0008,0.00017,1.49E-05
FUG,ZUH,0.0002,0.0006,0.00039,2.32E-05
BHY,SJW,0.0002,0.0008,0.00024,2.33E-05
LDS,SHE,0.0002,0.0008,0.00030,2.98E-05
WNZ,LZO,0.0002,0.0008,0.00013,1.16E-05
HAK,YYA,0.0002,0.0009,0.00021,1.99E-05
LYG,ZUH,0.0002,0.0006,0.00039,2.43E-05
TNA,YIH,0.0002,0.0006,0.00040,2.41E-05
XIL,DSN,0.0002,0.0006,0.00054,3.93E-05
DSN,SHE,0.0002,0.0007,0.00024,1.05E-05
NNY,HAK,0.0002,0.0006,0.00039,2.30E-05
TSN,LLV,0.0002,0.0008,0.00022,1.94E-05
BHY,CTU,0.0002,0.0008,0.00025,2.43E-05
WUX,JJN,0.0002,0.0008,0.00017,1.60E-05
SWA,HFE,0.0002,0.0008,0.00022,2.09E-05
KMG,ZHY,0.0002,0.0009,0.00020,1.93E-05
LHW,HIA,0.0002,0.0009,0.00021,2.05E-05
SHA,DOY,0.0002,0.0009,0.00024,2.39E-05
LJG,GYS,0.0002,0.0009,0.00027,2.77E-05
WXN,NGB,0.0002,0.0009,0.00014,1.31E-05
BAV,KWE,0.0002,0.0006,0.00040,2.54E-05
WNZ,HZA,0.0002,0.0008,0.00014,1.21E-05
HSC,NNG,0.0002,0.0008,0.00024,2.25E-05
DLU,FOC,0.0002,0.0008,0.00014,1.32E-05
NGB,ZYI,0.0002,0.0008,0.00025,2.39E-05
HLD,SHA,0.0002,0.0007,0.00016,1.39E-05
NGB,AKA,0.0002,0.0008,0.00022,1.97E-05
WNZ,FUG,0.0002,0.0006,0.00039,2.37E-05
TYN,WDS,0.0002,0.0008,0.00016,1.51E-05
HLD,CIF,0.0002,0.0007,0.00037,2.98E-05
ZHA,JUZ,0.0002,0.0006,0.00036,2.17E-05
WHA,HRB,0.0002,0.0007,0.00027,1.38E-05
HRB,SWA,0.0002,0.0007,0.00024,2.10E-05
CZX,YIH,0.0002,0.0008,0.00028,2.66E-05
HTN,CKG,0.0002,0.0008,0.00014,1.34E-05
WUT,KWL,0.0002,0.0007,0.00028,1.90E-05
NKG,ENH,0.0002,0.0007,0.00027,2.24E-05
WUZ,CTU,0.0002,0.0008,0.00026,2.62E-05
XMN,LYI,0.0002,0.0009,0.00016,1.52E-05
UYN,KWE,0.0002,0.0006,0.00033,2.42E-05
TSN,CHG,0.0002,0.0006,0.00038,2.57E-05
FOC,YIC,0.0002,0.0010,0.00019,2.07E-05
CGO,ENH,0.0002,0.0009,0.00023,2.28E-05
DLU,JHG,0.0002,0.0010,0.00027,2.79E-05
HAK,NAO,0.0002,0.0008,0.00023,2.17E-05
KHN,LFQ,0.0002,0.0006,0.00038,2.34E-05
HAK,NNY,0.0002,0.0006,0.00036,2.16E-05
KHN,SWA,0.0002,0.0008,0.00022,2.07E-05
BAV,WUH,0.0002,0.0008,0.00020,1.90E-05
XFN,WUX,0.0002,0.0008,0.00024,2.40E-05
HLD,HGH,0.0002,0.0008,0.00014,1.38E-05
CAN,MXZ,0.0002,0.0007,0.00034,1.90E-05
DZH,WNZ,0.0002,0.0009,0.00013,1.27E-05
HNY,SWA,0.0002,0.0008,0.00024,2.38E-05
UYN,CGO,0.0002,0.0008,0.00018,1.64E-05
FOC,YBP,0.0002,0.0009,0.00014,1.36E-05
CKG,HTN,0.0002,0.0008,0.00015,1.45E-05
WUH,BPL,0.0002,0.0008,0.00013,1.06E-05
YSQ,PVG,0.0002,0.0007,0.00026,2.43E-05
JUH,CAN,0.0002,0.0007,0.00026,1.97E-05
WUA,TNA,0.0002,0.0008,0.00023,2.29E-05
SWA,KWL,0.0002,0.0006,0.00037,2.72E-05
SHE,UYN,0.0002,0.0006,0.00035,1.94E-05
HCZ,PVG,0.0002,0.0008,0.00022,2.21E-05
HSC,CKG,0.0002,0.0005,0.00039,2.30E-05
FOC,YIH,0.0002,0.0006,0.00035,2.06E-05
LJG,NNG,0.0002,0.0006,0.00031,1.72E-05
NNY,KMG,0.0002,0.0007,0.00026,2.38E-05
DOY,CGO,0.0002,0.0008,0.00028,2.60E-05
TSN,XFN,0.0002,0.0005,0.00036,2.05E-05
XUZ,SWA,0.0002,0.0006,0.00039,2.53E-05
JGS,SYX,0.0002,0.0008,0.00024,2.35E-05
RLK,TFU,0.0002,0.0006,0.00039,2.46E-05
DLC,WEH,0.0002,0.0007,0.00042,4.09E-05
KOW,NGB,0.0002,0.0008,0.00024,2.46E-05
GYS,LJG,0.0002,0.0007,0.00029,2.84E-05
FOC,NAO,0.0002,0.0009,0.00010,8.12E-06
LJG,ZUH,0.0002,0.0008,0.00023,2.19E-05
NNG,JGS,0.0002,0.0006,0.00028,1.31E-05
HFE,TSN,0.0002,0.0008,0.00022,2.22E-05
SHA,YIC,0.0002,0.0008,0.00028,2.86E-05
LLF,CKG,0.0002,0.0008,0.00025,2.53E-05
BPX,XIY,0.0002,0.0006,0.00024,8.68E-06
CKG,DOY,0.0002,0.0006,0.00032,1.93E-05
GXH,TFU,0.0002,0.0006,0.00031,1.29E-05
DQA,TSN,0.0002,0.0007,0.00023,2.19E-05
LCX,NKG,0.0002,0.0008,0.00023,2.17E-05
CSX,AQG,0.0002,0.0008,0.00023,1.59E-05
HGH,WEF,0.0002,0.0008,0.00022,2.12E-05
YBP,XIY,0.0002,0.0009,0.00023,2.43E-05
HLH,HRB,0.0002,0.0009,0.00030,3.47E-05
LZO,INC,0.0002,0.0010,0.00016,1.79E-05
HNY,NKG,0.0002,0.0006,0.00034,2.14E-05
HCZ,NGB,0.0002,0.0006,0.00032,2.29E-05
WHA,NNG,0.0002,0.0005,0.00036,2.08E-05
LYG,NNG,0.0002,0.0005,0.00035,2.06E-05
HIA,DLC,0.0002,0.0009,0.00017,1.73E-05
XMN,FUG,0.0002,0.0006,0.00033,1.95E-05
TFU,CGD,0.0002,0.0009,0.00022,2.33E-05
SWA,HSC,0.0002,0.0008,0.00030,3.18E-05
HFE,JIQ,0.0002,0.0006,0.00034,1.25E-05
CKG,WUT,0.0002,0.0009,0.00023,2.36E-05
JUZ,TNA,0.0002,0.0008,0.00017,1.65E-05
HGH,HDG,0.0002,0.0008,0.00023,1.98E-05
CSX,WXN,0.0002,0.0006,0.00038,2.72E-05
DSN,HLH,0.0002,0.0005,0.00035,2.11E-05
TYN,JUZ,0.0002,0.0005,0.00033,1.86E-05
SHE,TVS,0.0002,0.0008,0.00021,2.03E-05
TAO,YSQ,0.0002,0.0007,0.00027,2.46E-05
NGB,YCU,0.0002,0.0008,0.00021,1.96E-05
NGB,JGS,0.0002,0.0008,0.00027,2.64E-05
FUG,PVG,0.0002,0.0008,0.00028,2.84E-05
HNY,JJN,0.0002,0.0008,0.00023,2.30E-05
PKX,BFJ,0.0002,0.0008,0.00019,1.85E-05
PZI,XIY,0.0002,0.0006,0.00026,9.31E-06
XIY,LZH,0.0002,0.0008,0.00016,1.55E-05
JIQ,CAN,0.0002,0.0008,0.00016,1.51E-05
HIA,LHW,0.0002,0.0007,0.00024,2.10E-05
WNZ,SHS,0.0002,0.0008,0.00022,2.09E-05
ENH,KWE,0.0002,0.0009,0.00027,3.05E-05
KWL,XFN,0.0002,0.0008,0.00025,2.13E-05
TSN,YTY,0.0002,0.0007,0.00017,1.44E-05
LJG,JUZ,0.0002,0.0008,0.00014,8.42E-06
SHE,MDG,0.0002,0.0009,0.00018,9.52E-06
JHG,PEK,0.0002,0.0008,0.00014,1.26E-05
CAN,SQD,0.0002,0.0006,0.00033,2.13E-05
NAO,HAK,0.0002,0.0007,0.00023,2.16E-05
EHU,HAK,0.0002,0.0008,0.00021,1.96E-05
LYA,KHN,0.0002,0.0008,0.00015,1.35E-05
LZO,DLU,0.0002,0.0008,0.00027,2.86E-05
CIF,XIY,0.0002,0.0006,0.00036,2.39E-05
DYG,XMN,0.0002,0.0008,0.00014,1.28E-05
ACX,SZX,0.0002,0.0007,0.00027,2.58E-05
HYN,TNA,0.0002,0.0007,0.00017,1.53E-05
NGB,JDZ,0.0002,0.0008,0.00017,1.61E-05
SHE,DOY,0.0002,0.0008,0.00014,1.29E-05
LHW,DAT,0.0002,0.0008,0.00014,1.30E-05
HLD,DSN,0.0002,0.0008,0.00019,1.84E-05
MXZ,CAN,0.0002,0.0006,0.00036,1.90E-05
TSN,TGO,0.0002,0.0005,0.00030,1.64E-05
SJW,JUZ,0.0002,0.0005,0.00034,2.10E-05
JUZ,SYX,0.0002,0.0005,0.00037,2.23E-05
SYM,CKG,0.0002,0.0007,0.00024,2.29E-05
ZYI,NGB,0.0002,0.0008,0.00021,2.07E-05
LCX,CSX,0.0002,0.0007,0.00026,1.49E-05
TNH,DLC,0.0002,0.0006,0.00031,1.71E-05
SYX,JGS,0.0002,0.0007,0.00022,2.06E-05
LNL,HGH,0.0002,0.0008,0.00013,1.25E-05
JGS,NGB,0.0002,0.0008,0.00022,2.23E-05
WUH,YIW,0.0002,0.0008,0.00021,2.10E-05
TXN,WNZ,0.0002,0.0008,0.00029,3.12E-05
DOY,CKG,0.0002,0.0005,0.00035,1.82E-05
LZO,WNZ,0.0002,0.0008,0.00011,1.07E-05
CGD,KMG,0.0002,0.0008,0.00025,2.53E-05
NNG,TAO,0.0002,0.0007,0.00022,2.02E-05
JUZ,ZHA,0.0002,0.0005,0.00037,2.22E-05
TAO,EHU,0.0002,0.0007,0.00024,2.32E-05
HLH,DSN,0.0002,0.0005,0.00037,2.13E-05
NKG,LCX,0.0002,0.0007,0.00023,2.20E-05
ZAT,SZX,0.0002,0.0006,0.00028,9.92E-06
XIL,WUA,0.0002,0.0005,0.00048,3.38E-05
DLC,TNH,0.0002,0.0006,0.00031,1.66E-05
TAO,WDS,0.0002,0.0007,0.00021,1.89E-05
WHA,TAO,0.0002,0.0008,0.00015,1.41E-05
MIG,WUH,0.0002,0.0008,0.00012,1.06E-05
YCU,NGB,0.0002,0.0008,0.00018,1.78E-05
TFU,JUH,0.0002,0.0006,0.00028,1.80E-05
WNH,SZX,0.0002,0.0008,0.00020,1.99E-05
NNG,TXN,0.0002,0.0007,0.00020,1.55E-05
WEH,YNJ,0.0002,0.0008,0.00023,2.23E-05
TSN,SHE,0.0002,0.0008,0.00014,1.20E-05
BZX,CAN,0.0002,0.0006,0.00027,1.20E-05
HET,HDG,0.0002,0.0008,0.00023,2.31E-05
DYG,CAN,0.0002,0.0007,0.00025,2.45E-05
ZYI,CGO,0.0002,0.0005,0.00044,3.37E-05
ZHA,FOC,0.0002,0.0007,0.00022,1.97E-05
ZYI,XIY,0.0002,0.0007,0.00029,2.47E-05
CKG,SYM,0.0002,0.0007,0.00028,2.59E-05
CAN,LCX,0.0002,0.0007,0.00025,1.53E-05
HGH,IQN,0.0002,0.0007,0.00015,1.39E-05
HRB,EHU,0.0002,0.0007,0.00012,9.12E-06
PEK,HET,0.0002,0.0008,0.00028,2.63E-05
TGO,BAV,0.0002,0.0005,0.00043,2.85E-05
HZG,NKG,0.0002,0.0008,0.00013,1.32E-05
KWL,HIA,0.0002,0.0008,0.00019,1.84E-05
LYI,CTU,0.0002,0.0005,0.00028,1.04E-05
HAK,TEN,0.0002,0.0007,0.00023,2.27E-05
ENY,CAN,0.0002,0.0007,0.00018,1.18E-05
IQN,HGH,0.0002,0.0008,0.00013,1.23E-05
TGO,RLK,0.0002,0.0005,0.00037,2.15E-05
WDS,TAO,0.0002,0.0008,0.00020,1.92E-05
WXN,URC,0.0002,0.0007,0.00014,1.31E-05
JUH,SWA,0.0002,0.0005,0.00034,2.16E-05
TEN,SWA,0.0002,0.0007,0.00022,2.09E-05
YIW,TNA,0.0002,0.0008,0.00026,2.67E-05
TEN,HAK,0.0002,0.0007,0.00024,2.30E-05
SQJ,XIY,0.0002,0.0006,0.00024,7.28E-06
LFQ,CKG,0.0002,0.0008,0.00023,2.46E-05
AKA,NGB,0.0002,0.0008,0.00019,1.89E-05
JUZ,LJG,0.0002,0.0007,0.00021,1.05E-05
TNA,UYN,0.0002,0.0006,0.00036,2.82E-05
SHS,HGH,0.0002,0.0008,0.00020,1.94E-05
KMG,NLH,0.0002,0.0008,0.00015,1.40E-05
XMN,NNY,0.0002,0.0007,0.00019,1.79E-05
TNA,XFN,0.0002,0.0007,0.00015,1.28E-05
TAO,HYN,0.0002,0.0007,0.00017,1.56E-05
CGD,CKG,0.0002,0.0008,0.00030,3.03E-05
CAN,AEB,0.0002,0.0008,0.00013,1.17E-05
FUG,SWA,0.0002,0.0005,0.00038,2.47E-05
JUZ,TYN,0.0002,0.0005,0.00034,1.91E-05
PEK,HTN,0.0002,0.0007,0.00011,9.59E-06
WEH,PKX,0.0002,0.0008,0.00015,1.39E-05
DLC,HLD,0.0002,0.0007,0.00023,2.09E-05
YTY,XNN,0.0002,0.0006,0.00022,1.67E-05
WDS,WUH,0.0002,0.0007,0.00016,1.44E-05
DLC,UYN,0.0002,0.0007,0.00024,2.25E-05
LLV,CKG,0.0002,0.0008,0.00023,2.46E-05
PEK,JHG,0.0002,0.0007,0.00014,1.23E-05
TEN,CGO,0.0002,0.0007,0.00021,1.97E-05
XIY,BPX,0.0002,0.0005,0.00029,1.03E-05
HFE,KOW,0.0002,0.0007,0.00015,1.37E-05
TAO,YIH,0.0002,0.0005,0.00033,1.85E-05
WHA,XNN,0.0002,0.0006,0.00022,1.92E-05
DLC,LLV,0.0002,0.0007,0.00023,2.17E-05
HRB,BPE,0.0002,0.0007,0.00016,1.47E-05
DLU,CSX,0.0002,0.0007,0.00013,1.21E-05
WMT,ZHA,0.0002,0.0007,0.00023,2.06E-05
TFU,YCU,0.0002,0.0007,0.00022,1.19E-05
CKG,IQN,0.0002,0.0008,0.00015,1.52E-05
SYX,ZHA,0.0002,0.0009,0.00016,1.71E-05
ZQZ,SZX,0.0002,0.0007,0.00020,1.83E-05
HJJ,XIY,0.0002,0.0008,0.00015,1.49E-05
YIH,HUZ,0.0002,0.0005,0.00038,2.60E-05
HNY,TFU,0.0002,0.0007,0.00017,9.12E-06
JGS,NKG,0.0002,0.0006,0.00023,1.07E-05
HCJ,CAN,0.0002,0.0007,0.00015,1.35E-05
YYA,XIY,0.0002,0.0008,0.00018,1.70E-05
JGS,TNA,0.0002,0.0007,0.00021,2.09E-05
WDS,TYN,0.0002,0.0007,0.00015,1.35E-05
NAO,WUH,0.0002,0.0007,0.00011,9.56E-06
TNA,JUZ,0.0002,0.0007,0.00014,1.25E-05
HIA,XIY,0.0002,0.0005,0.00039,2.45E-05
FYJ,JMU,0.0002,0.0005,0.00039,2.86E-05
XIY,HIA,0.0002,0.0005,0.00031,2.15E-05
NKG,SQJ,0.0002,0.0007,0.00015,1.38E-05
HET,LYA,0.0002,0.0009,0.00014,1.44E-05
SHS,WNZ,0.0002,0.0007,0.00019,1.84E-05
CSX,YBP,0.0002,0.0007,0.00019,1.75E-05
YNJ,WEH,0.0002,0.0007,0.00022,2.11E-05
CTU,JZH,0.0002,0.0006,0.00027,1.26E-05
WUH,AKA,0.0002,0.0007,0.00013,1.15E-05
TAO,DZH,0.0002,0.0006,0.00021,1.69E-05
DLC,EHU,0.0002,0.0007,0.00013,1.11E-05
NAO,LXA,0.0002,0.0005,0.00027,9.08E-06
PKX,MXZ,0.0002,0.0007,0.00012,1.03E-05
DSN,DYG,0.0002,0.0005,0.00025,7.97E-06
UYN,NGB,0.0002,0.0007,0.00020,1.92E-05
YIH,TAO,0.0002,0.0005,0.00030,1.83E-05
FUO,LHW,0.0002,0.0007,0.00014,1.33E-05
WUA,CGO,0.0002,0.0006,0.00022,1.87E-05
CSX,HSN,0.0002,0.0006,0.00026,1.67E-05
JHG,KOW,0.0002,0.0007,0.00018,1.38E-05
XNN,YTY,0.0002,0.0008,0.00015,1.35E-05
TNA,YIW,0.0002,0.0007,0.00023,2.29E-05
SZX,AEB,0.0002,0.0008,0.00018,1.76E-05
WUX,SHS,0.0002,0.0007,0.00021,1.96E-05
LZO,LJG,0.0002,0.0008,0.00024,2.47E-05
KWE,YIC,0.0002,0.0008,0.00018,1.89E-05
CZX,KOW,0.0002,0.0005,0.00035,2.20E-05
BAV,TAO,0.0002,0.0007,0.00017,1.51E-05
CTU,DZH,0.0002,0.0006,0.00035,3.02E-05
HGH,SHS,0.0002,0.0007,0.00022,2.09E-05
XFN,TNA,0.0002,0.0007,0.00014,1.25E-05
SYX,JUZ,0.0002,0.0005,0.00032,1.92E-05
YIC,SHA,0.0002,0.0007,0.00024,2.48E-05
PKX,TAO,0.0002,0.0009,0.00013,1.34E-05
KOW,JHG,0.0002,0.0006,0.00021,1.50E-05
KWE,FUG,0.0002,0.0005,0.00030,1.94E-05
DLU,LZO,0.0002,0.0008,0.00024,2.55E-05
HIA,KWL,0.0002,0.0006,0.00020,1.86E-05
SHA,KWL,0.0002,0.0007,0.00022,2.05E-05
ZHA,WMT,0.0002,0.0006,0.00023,2.09E-05
JGS,XMN,0.0002,0.0007,0.00029,2.91E-05
YIH,FOC,0.0002,0.0005,0.00033,2.24E-05
WUZ,SYX,0.0002,0.0007,0.00015,1.39E-05
JGN,PVG,0.0002,0.0006,0.00022,1.70E-05
HLD,DLC,0.0002,0.0007,0.00020,1.90E-05
NAO,TNA,0.0002,0.0006,0.00020,7.30E-06
HFE,SWA,0.0002,0.0006,0.00021,2.02E-05
WUT,HGH,0.0002,0.0007,0.00021,2.15E-05
ZUH,EHU,0.0002,0.0005,0.00030,1.88E-05
XIY,YBP,0.0002,0.0007,0.00023,2.35E-05
TNA,HYN,0.0002,0.0007,0.00015,1.41E-05
ZHA,SYX,0.0002,0.0009,0.00015,1.68E-05
CGO,DZH,0.0002,0.0009,0.00015,1.59E-05
YLX,PVG,0.0002,0.0007,0.00021,2.00E-05
HTN,PEK,0.0002,0.0007,0.00008,6.38E-06
LYG,LHW,0.0002,0.0006,0.00014,1.28E-05
TFU,JDZ,0.0002,0.0008,0.00012,1.15E-05
TFU,SHS,0.0002,0.0008,0.00020,2.11E-05
ZAT,DLU,0.0002,0.0005,0.00032,1.30E-05
MIG,NNG,0.0002,0.0007,0.00019,1.78E-05
KWL,WUT,0.0002,0.0006,0.00022,1.46E-05
PVG,AQG,0.0002,0.0006,0.00021,1.39E-05
TYN,NNY,0.0002,0.0007,0.00013,1.22E-05
CGO,HNY,0.0002,0.0005,0.00030,1.81E-05
DOY,SHA,0.0002,0.0007,0.00021,2.04E-05
LZO,KHN,0.0002,0.0006,0.00021,1.39E-05
CKG,UYN,0.0002,0.0007,0.00021,2.22E-05
UYN,DLC,0.0002,0.0007,0.00019,2.02E-05
NGB,SYX,0.0002,0.0008,0.00013,1.39E-05
HET,EHU,0.0002,0.0005,0.00032,1.97E-05
WNZ,EHU,0.0002,0.0005,0.00036,2.38E-05
SYX,NGB,0.0002,0.0008,0.00013,1.41E-05
CSX,WHA,0.0001,0.0005,0.00026,1.69E-05
KWE,WXN,0.0001,0.0009,0.00018,2.07E-05
JUZ,TSN,0.0001,0.0005,0.00034,2.19E-05
SQJ,CAN,0.0001,0.0007,0.00013,1.19E-05
JZH,CZX,0.0001,0.0005,0.00018,5.85E-06
SHS,WUX,0.0001,0.0007,0.00021,2.13E-05
HSN,JUZ,0.0001,0.0005,0.00035,2.55E-05
TAO,WHA,0.0001,0.0007,0.00012,1.17E-05
FUG,KWE,0.0001,0.0004,0.00036,2.23E-05
TFU,HNY,0.0001,0.0007,0.00016,8.40E-06
CAN,HJJ,0.0001,0.0007,0.00019,1.88E-05
TVS,WUH,0.0001,0.0006,0.00012,9.85E-06
BPE,HGH,0.0001,0.0007,0.00014,1.30E-05
CGD,TFU,0.0001,0.0007,0.00022,2.17E-05
KHN,NNY,0.0001,0.0005,0.00033,2.23E-05
HET,YIE,0.0001,0.0005,0.00030,2.20E-05
FOC,FUG,0.0001,0.0005,0.00027,1.64E-05
TAO,YYA,0.0001,0.0007,0.00019,1.85E-05
HET,CZX,0.0001,0.0007,0.00011,9.57E-06
YBP,FOC,0.0001,0.0008,0.00011,1.12E-05
CAN,JGS,0.0001,0.0007,0.00019,2.00E-05
YTY,KWL,0.0001,0.0006,0.00019,1.72E-05
RIZ,HGH,0.0001,0.0007,0.00024,2.60E-05
NKG,HNY,0.0001,0.0004,0.00034,2.08E-05
WUH,WUZ,0.0001,0.0007,0.00012,1.08E-05
FOC,AQG,0.0001,0.0007,0.00019,1.82E-05
BPE,HRB,0.0001,0.0006,0.00015,1.35E-05
EHU,HET,0.0001,0.0004,0.00034,2.15E-05
JGS,HGH,0.0001,0.0007,0.00021,2.23E-05
HGH,JGS,0.0001,0.0007,0.00021,2.13E-05
