org,dst,CO2,NOx,CO,HC
CZX,XNN,0.0004,0.0015,0.00047,4.26E-05
HIA,NNG,0.0004,0.0015,0.00044,3.48E-05
KWE,KOW,0.0004,0.0017,0.00042,4.02E-05
HIA,FOC,0.0004,0.0016,0.00040,3.78E-05
ZUH,XIC,0.0004,0.0015,0.00048,4.00E-05
TYN,SWA,0.0004,0.0015,0.00039,3.55E-05
HMI,PEK,0.0004,0.0016,0.00027,2.60E-05
XNN,KWL,0.0004,0.0015,0.00046,4.11E-05
YYA,CKG,0.0004,0.0016,0.00044,4.12E-05
GYS,PVG,0.0004,0.0016,0.00048,4.76E-05
FUO,HGH,0.0004,0.0017,0.00025,2.38E-05
NNG,HIA,0.0004,0.0016,0.00036,2.99E-05
HAK,BZX,0.0004,0.0015,0.00029,2.57E-05
PVG,RIZ,0.0004,0.0016,0.00050,5.05E-05
HGH,BHY,0.0004,0.0015,0.00030,2.71E-05
JIC,PKX,0.0004,0.0016,0.00030,2.89E-05
PVG,YLX,0.0004,0.0015,0.00048,4.44E-05
PVG,LYI,0.0004,0.0016,0.00049,4.92E-05
YBP,NNG,0.0004,0.0016,0.00051,5.09E-05
YLX,TFU,0.0004,0.0019,0.00033,3.50E-05
CKG,LYG,0.0004,0.0017,0.00041,4.03E-05
TSN,WXN,0.0004,0.0018,0.00023,2.28E-05
SYX,JJN,0.0004,0.0014,0.00055,5.42E-05
KWE,ZUH,0.0004,0.0015,0.00038,3.58E-05
TAO,LJG,0.0004,0.0013,0.00047,3.99E-05
NNG,FUG,0.0004,0.0014,0.00054,4.04E-05
UYN,PEK,0.0004,0.0017,0.00031,3.09E-05
WUX,YCU,0.0004,0.0015,0.00046,4.33E-05
FUO,TYN,0.0004,0.0016,0.00026,2.37E-05
NGB,LHW,0.0004,0.0014,0.00045,3.98E-05
HFE,ZHA,0.0004,0.0015,0.00045,4.11E-05
HAK,YIC,0.0003,0.0016,0.00032,2.96E-05
HGH,AKA,0.0003,0.0015,0.00045,4.07E-05
PEK,WUS,0.0003,0.0016,0.00040,3.64E-05
HRB,XFN,0.0003,0.0015,0.00039,3.30E-05
ACX,HUZ,0.0003,0.0015,0.00032,2.90E-05
INC,HAK,0.0003,0.0015,0.00029,2.52E-05
WUX,YIN,0.0003,0.0013,0.00041,3.23E-05
HET,YNT,0.0003,0.0014,0.00049,2.87E-05
PKX,ZAT,0.0003,0.0016,0.00031,3.01E-05
LYG,CTU,0.0003,0.0014,0.00046,4.04E-05
HET,ERL,0.0003,0.0012,0.00083,6.59E-05
DSN,CKG,0.0003,0.0012,0.00072,5.09E-05
HLD,BAV,0.0003,0.0010,0.00080,4.83E-05
HIA,CSX,0.0003,0.0015,0.00037,3.18E-05
DSN,HGH,0.0003,0.0016,0.00041,4.00E-05
CKG,RIZ,0.0003,0.0016,0.00041,4.06E-05
WUH,LYI,0.0003,0.0016,0.00025,2.18E-05
JHG,TEN,0.0003,0.0016,0.00044,4.43E-05
WMT,JJN,0.0003,0.0015,0.00033,3.13E-05
CGO,ZYI,0.0003,0.0011,0.00068,4.14E-05
SZX,NNG,0.0003,0.0017,0.00028,2.68E-05
SHA,MIG,0.0003,0.0015,0.00044,3.92E-05
TSN,DYG,0.0003,0.0015,0.00040,3.57E-05
SHE,SHF,0.0003,0.0014,0.00036,2.94E-05
PVG,JGS,0.0003,0.0015,0.00040,3.79E-05
JZH,PEK,0.0003,0.0012,0.00053,1.85E-05
DSN,HRB,0.0003,0.0015,0.00038,3.44E-05
JDZ,HAK,0.0003,0.0015,0.00043,3.99E-05
KWL,NGB,0.0003,0.0016,0.00046,4.68E-05
SWA,YBP,0.0003,0.0016,0.00038,3.66E-05
ZUH,JJN,0.0003,0.0017,0.00029,2.75E-05
XIY,WEF,0.0003,0.0016,0.00028,2.62E-05
TFU,JGS,0.0003,0.0015,0.00046,3.85E-05
LYI,CSX,0.0003,0.0015,0.00035,3.17E-05
JGS,KWE,0.0003,0.0015,0.00044,4.14E-05
CAN,ZHA,0.0003,0.0013,0.00055,2.94E-05
YIC,SZX,0.0003,0.0015,0.00047,4.58E-05
WEH,JMU,0.0003,0.0010,0.00075,4.70E-05
FUO,NNY,0.0003,0.0016,0.00026,2.41E-05
DLC,HSN,0.0003,0.0016,0.00028,2.60E-05
JIU,SZX,0.0003,0.0015,0.00047,4.50E-05
YNZ,WUH,0.0003,0.0013,0.00070,6.38E-05
TSN,BAV,0.0003,0.0013,0.00051,3.61E-05
ENY,HGH,0.0003,0.0017,0.00035,3.54E-05
CAN,GYS,0.0003,0.0019,0.00027,2.98E-05
HRB,WDS,0.0003,0.0015,0.00027,2.31E-05
JHG,XMN,0.0003,0.0016,0.00026,2.47E-05
DSN,CSX,0.0003,0.0015,0.00026,2.36E-05
NTG,SJW,0.0003,0.0016,0.00026,2.35E-05
XIY,JDZ,0.0003,0.0016,0.00024,2.21E-05
FUO,FOC,0.0003,0.0017,0.00028,2.70E-05
YIH,HET,0.0003,0.0012,0.00062,4.47E-05
YNZ,NNG,0.0003,0.0014,0.00030,2.64E-05
KMG,SQD,0.0003,0.0017,0.00023,2.15E-05
JJN,SJW,0.0003,0.0015,0.00042,3.98E-05
JUZ,CAN,0.0003,0.0013,0.00052,4.29E-05
WUH,YZY,0.0003,0.0015,0.00027,2.31E-05
JXA,YNT,0.0003,0.0015,0.00042,3.94E-05
PVG,LLV,0.0003,0.0011,0.00053,1.64E-05
SYX,YYA,0.0003,0.0015,0.00025,2.25E-05
KMG,JNG,0.0003,0.0016,0.00030,2.84E-05
CAN,FUG,0.0003,0.0014,0.00043,3.37E-05
KMG,FUG,0.0003,0.0016,0.00036,3.40E-05
LZH,FOC,0.0003,0.0015,0.00029,2.72E-05
TFU,WUT,0.0003,0.0020,0.00030,3.35E-05
CGO,TCZ,0.0003,0.0015,0.00027,2.38E-05
RQA,CGO,0.0003,0.0015,0.00022,1.86E-05
NKG,KHG,0.0003,0.0013,0.00041,3.24E-05
KMG,ENH,0.0003,0.0017,0.00024,2.37E-05
NNG,KMG,0.0003,0.0014,0.00059,6.01E-05
TFU,EHU,0.0003,0.0015,0.00045,4.36E-05
MIG,TAO,0.0003,0.0014,0.00042,2.56E-05
NNG,KOW,0.0003,0.0015,0.00046,4.50E-05
LZO,WUH,0.0003,0.0014,0.00043,4.04E-05
BZX,NGB,0.0003,0.0015,0.00043,4.20E-05
SQJ,HAK,0.0003,0.0016,0.00026,2.45E-05
TEN,XMN,0.0003,0.0015,0.00031,2.90E-05
TFU,BSD,0.0003,0.0016,0.00030,3.02E-05
KMG,BAV,0.0003,0.0015,0.00036,3.40E-05
YLX,HGH,0.0003,0.0015,0.00041,3.99E-05
DSN,JGS,0.0003,0.0015,0.00031,2.90E-05
HDG,CAN,0.0003,0.0014,0.00031,2.79E-05
HAK,WEF,0.0003,0.0015,0.00040,3.69E-05
YCU,WUX,0.0003,0.0015,0.00042,4.06E-05
SHS,SYX,0.0003,0.0015,0.00030,2.78E-05
JGS,CKG,0.0003,0.0015,0.00044,4.13E-05
SYX,HDG,0.0003,0.0015,0.00027,2.44E-05
WUA,HET,0.0003,0.0013,0.00078,7.33E-05
WDS,HRB,0.0003,0.0015,0.00025,2.25E-05
SZX,BZX,0.0003,0.0015,0.00038,3.37E-05
AQG,CAN,0.0003,0.0012,0.00049,2.21E-05
TSN,TYN,0.0003,0.0015,0.00026,2.32E-05
GYS,FOC,0.0003,0.0015,0.00038,3.58E-05
WUH,WUA,0.0003,0.0014,0.00042,3.79E-05
HRB,WEF,0.0003,0.0014,0.00042,2.91E-05
ZUH,NNY,0.0003,0.0016,0.00025,2.31E-05
ZQZ,CKG,0.0003,0.0018,0.00033,3.54E-05
CTU,ACX,0.0003,0.0016,0.00045,4.51E-05
XFN,TYN,0.0003,0.0015,0.00029,2.73E-05
AXF,HET,0.0003,0.0010,0.00086,6.31E-05
CSX,JNG,0.0003,0.0015,0.00047,3.89E-05
WHA,SHE,0.0003,0.0012,0.00055,3.74E-05
KOW,CKG,0.0003,0.0013,0.00047,2.93E-05
YBP,JJN,0.0003,0.0014,0.00041,3.78E-05
WUT,TFU,0.0003,0.0017,0.00028,2.81E-05
TFU,JNG,0.0003,0.0016,0.00036,3.53E-05
LYA,PKX,0.0003,0.0015,0.00039,3.72E-05
HAK,YNZ,0.0003,0.0015,0.00037,3.43E-05
ENY,SYX,0.0003,0.0013,0.00045,4.05E-05
TEN,HGH,0.0003,0.0015,0.00043,4.26E-05
PEK,JZH,0.0003,0.0011,0.00054,1.83E-05
JJN,WDS,0.0003,0.0015,0.00038,3.41E-05
LFQ,CAN,0.0003,0.0014,0.00042,3.55E-05
ZUH,YBP,0.0003,0.0016,0.00025,2.32E-05
AQG,SZX,0.0003,0.0014,0.00047,4.44E-05
TWC,TFU,0.0003,0.0014,0.00037,3.29E-05
HSN,HRB,0.0003,0.0014,0.00028,2.61E-05
DCY,TFU,0.0003,0.0012,0.00064,2.96E-05
XIY,LUM,0.0003,0.0014,0.00027,2.41E-05
JJN,YYA,0.0003,0.0016,0.00043,4.30E-05
CKG,HUZ,0.0003,0.0014,0.00042,3.90E-05
CAN,WUT,0.0003,0.0014,0.00027,2.38E-05
HRB,WHA,0.0003,0.0012,0.00047,1.89E-05
WUX,XNN,0.0003,0.0011,0.00052,1.71E-05
KWL,XUZ,0.0003,0.0015,0.00039,3.78E-05
SYX,JNG,0.0003,0.0015,0.00037,3.45E-05
TAO,YIW,0.0003,0.0013,0.00052,5.04E-05
CAN,BHY,0.0003,0.0013,0.00049,2.39E-05
SYX,SHS,0.0003,0.0015,0.00026,2.39E-05
HSN,YNT,0.0003,0.0015,0.00047,4.80E-05
BFJ,JHG,0.0003,0.0014,0.00054,5.37E-05
HET,SJW,0.0003,0.0015,0.00030,2.74E-05
TEN,WNZ,0.0003,0.0016,0.00022,2.16E-05
PVG,WEF,0.0003,0.0016,0.00029,2.76E-05
FYJ,HRB,0.0003,0.0014,0.00053,4.16E-05
TSN,ENY,0.0003,0.0013,0.00044,2.94E-05
XNN,CZX,0.0003,0.0016,0.00032,3.12E-05
YNT,HET,0.0003,0.0011,0.00059,3.36E-05
ENH,FOC,0.0003,0.0016,0.00023,2.23E-05
CGO,LZO,0.0003,0.0014,0.00043,4.02E-05
WMT,CGO,0.0003,0.0014,0.00044,4.17E-05
CKG,WNH,0.0003,0.0018,0.00040,4.39E-05
WEF,HRB,0.0003,0.0013,0.00044,3.23E-05
CKG,LYA,0.0003,0.0017,0.00045,4.81E-05
NBS,PKX,0.0003,0.0014,0.00029,2.59E-05
ENH,TSN,0.0003,0.0015,0.00024,2.18E-05
TYN,FUO,0.0003,0.0014,0.00026,2.36E-05
HGH,XIC,0.0003,0.0013,0.00042,3.79E-05
HRB,NNY,0.0003,0.0014,0.00034,2.94E-05
WMT,HFE,0.0003,0.0019,0.00028,3.14E-05
YIC,NKG,0.0003,0.0016,0.00025,2.44E-05
HRB,TVS,0.0003,0.0014,0.00045,4.32E-05
DLC,XFN,0.0003,0.0013,0.00041,2.77E-05
PEK,YYA,0.0003,0.0014,0.00025,2.12E-05
NAO,HUZ,0.0003,0.0014,0.00024,2.16E-05
KMG,JUZ,0.0003,0.0016,0.00030,2.69E-05
ACX,KWE,0.0003,0.0014,0.00077,7.59E-05
KWE,KHN,0.0003,0.0014,0.00037,3.10E-05
JUZ,TAO,0.0003,0.0014,0.00042,3.66E-05
KOW,SHA,0.0003,0.0018,0.00031,3.46E-05
TLQ,WUX,0.0003,0.0015,0.00031,2.95E-05
UCB,PVG,0.0003,0.0014,0.00042,3.93E-05
JNG,SYX,0.0003,0.0013,0.00042,3.80E-05
JGS,CGO,0.0003,0.0012,0.00056,4.20E-05
CGO,JGS,0.0003,0.0012,0.00054,4.00E-05
SZX,FOC,0.0003,0.0017,0.00026,2.60E-05
HET,INC,0.0003,0.0014,0.00042,3.81E-05
HGH,LYI,0.0003,0.0016,0.00043,4.33E-05
TSN,IQN,0.0003,0.0010,0.00057,2.95E-05
WDS,HGH,0.0003,0.0014,0.00042,3.66E-05
TSN,WUT,0.0003,0.0016,0.00034,3.36E-05
BHY,HGH,0.0003,0.0015,0.00025,2.39E-05
SHE,DAT,0.0003,0.0014,0.00043,4.07E-05
RIZ,PVG,0.0003,0.0014,0.00053,5.47E-05
WEF,CKG,0.0003,0.0013,0.00039,3.39E-05
SQJ,CKG,0.0003,0.0014,0.00038,3.44E-05
TNA,SHS,0.0003,0.0014,0.00027,2.42E-05
FUO,HIA,0.0003,0.0016,0.00022,2.09E-05
YZY,PVG,0.0003,0.0011,0.00044,1.64E-05
FOC,WUZ,0.0003,0.0014,0.00043,4.23E-05
HIA,XMN,0.0003,0.0014,0.00030,2.78E-05
FOC,LYA,0.0003,0.0014,0.00024,2.12E-05
SJW,JJN,0.0003,0.0013,0.00038,3.50E-05
BHY,SWA,0.0003,0.0014,0.00045,4.48E-05
HFE,WMT,0.0003,0.0016,0.00031,3.32E-05
SHS,TNA,0.0003,0.0014,0.00026,2.38E-05
HDG,SYX,0.0003,0.0013,0.00027,2.39E-05
LNL,PVG,0.0003,0.0014,0.00039,3.92E-05
CZX,CSX,0.0003,0.0014,0.00049,4.68E-05
NGB,YNT,0.0003,0.0015,0.00039,3.85E-05
YIH,NNG,0.0003,0.0013,0.00045,3.93E-05
WMT,SZX,0.0003,0.0014,0.00029,2.66E-05
CKG,WEF,0.0003,0.0014,0.00037,3.50E-05
TFU,CIH,0.0003,0.0018,0.00030,3.36E-05
CGQ,RIZ,0.0003,0.0014,0.00042,4.01E-05
SQD,PEK,0.0003,0.0014,0.00036,3.32E-05
HDG,WNZ,0.0003,0.0015,0.00022,2.05E-05
HSC,TFU,0.0003,0.0014,0.00038,3.55E-05
NKG,ACX,0.0003,0.0015,0.00034,3.36E-05
WNH,CKG,0.0003,0.0017,0.00038,4.13E-05
CZX,JJN,0.0003,0.0014,0.00044,4.41E-05
ZUH,YTY,0.0003,0.0015,0.00035,3.31E-05
PEK,BAV,0.0003,0.0009,0.00090,6.43E-05
HAK,JDZ,0.0003,0.0014,0.00037,3.38E-05
CSX,UYN,0.0003,0.0010,0.00062,3.89E-05
TSN,JDZ,0.0003,0.0014,0.00038,3.46E-05
SWA,DYG,0.0003,0.0015,0.00025,2.27E-05
HGH,BAV,0.0003,0.0013,0.00043,4.04E-05
GYS,KMG,0.0003,0.0013,0.00047,4.33E-05
SHA,HNY,0.0003,0.0014,0.00039,3.63E-05
XIC,HGH,0.0003,0.0015,0.00033,3.25E-05
XUZ,KWL,0.0003,0.0013,0.00042,3.79E-05
FUG,CAN,0.0003,0.0012,0.00044,3.35E-05
CIH,DLC,0.0003,0.0017,0.00029,3.07E-05
RIZ,WUH,0.0003,0.0013,0.00050,4.88E-05
YNT,HSN,0.0003,0.0015,0.00043,4.46E-05
YNZ,HAK,0.0003,0.0013,0.00039,3.43E-05
XFN,TFU,0.0003,0.0015,0.00045,4.59E-05
TAO,MIG,0.0003,0.0011,0.00045,2.42E-05
TYN,XFN,0.0003,0.0015,0.00028,2.61E-05
CZX,TAO,0.0003,0.0015,0.00031,2.93E-05
JJN,ZHA,0.0003,0.0015,0.00026,2.39E-05
DAT,CSX,0.0003,0.0013,0.00042,3.92E-05
LXA,LZO,0.0003,0.0011,0.00047,1.61E-05
SYX,LYA,0.0003,0.0013,0.00040,3.78E-05
TSN,UYN,0.0003,0.0010,0.00053,3.00E-05
CKG,JGS,0.0003,0.0014,0.00042,4.15E-05
KMG,WXN,0.0003,0.0015,0.00035,3.14E-05
HCZ,XIY,0.0003,0.0013,0.00039,3.23E-05
LZO,XMN,0.0003,0.0014,0.00019,1.56E-05
HUO,HET,0.0003,0.0015,0.00036,3.74E-05
WUX,TEN,0.0003,0.0013,0.00041,3.80E-05
YIC,SYX,0.0003,0.0013,0.00044,3.31E-05
HRB,KHN,0.0003,0.0012,0.00042,3.86E-05
CAN,WMT,0.0003,0.0014,0.00036,3.02E-05
WUX,FOC,0.0003,0.0014,0.00032,3.06E-05
CZX,TYN,0.0003,0.0013,0.00042,3.45E-05
DSN,TNA,0.0003,0.0015,0.00041,4.13E-05
CAN,LYA,0.0003,0.0009,0.00058,3.05E-05
KMG,LFQ,0.0003,0.0014,0.00031,2.62E-05
LHW,YTY,0.0003,0.0014,0.00035,3.33E-05
KMG,HDG,0.0003,0.0014,0.00034,3.16E-05
TSN,DBC,0.0003,0.0010,0.00054,2.86E-05
PVG,ZAT,0.0003,0.0013,0.00026,2.19E-05
BHY,YIH,0.0003,0.0015,0.00030,3.13E-05
JMU,WEH,0.0003,0.0009,0.00067,3.96E-05
MIG,SHA,0.0003,0.0015,0.00034,3.35E-05
HAK,JNG,0.0003,0.0014,0.00035,3.22E-05
AQG,TSN,0.0003,0.0014,0.00039,3.83E-05
ZUH,XMN,0.0003,0.0015,0.00026,2.48E-05
WEF,HAK,0.0003,0.0013,0.00038,3.36E-05
HUO,SHE,0.0003,0.0013,0.00038,3.62E-05
BFJ,PKX,0.0003,0.0014,0.00029,2.82E-05
JDZ,XIY,0.0003,0.0013,0.00028,2.45E-05
NNY,FUO,0.0003,0.0014,0.00024,2.23E-05
LYI,WNZ,0.0003,0.0013,0.00049,5.04E-05
LYA,HAK,0.0003,0.0013,0.00036,3.33E-05
SYX,KWL,0.0003,0.0014,0.00042,4.07E-05
JGS,TFU,0.0003,0.0012,0.00045,3.61E-05
SZX,HLD,0.0003,0.0013,0.00035,3.03E-05
AKA,HGH,0.0003,0.0014,0.00035,3.37E-05
WDS,TFU,0.0003,0.0014,0.00044,4.49E-05
YIW,WMT,0.0003,0.0013,0.00039,3.48E-05
HZG,PVG,0.0003,0.0013,0.00040,3.92E-05
HGH,HJJ,0.0003,0.0013,0.00038,3.52E-05
RIZ,CGQ,0.0003,0.0013,0.00040,3.84E-05
JHG,LZO,0.0003,0.0014,0.00042,4.12E-05
DAT,HAK,0.0003,0.0010,0.00054,3.17E-05
XIY,WMT,0.0003,0.0013,0.00052,4.66E-05
NKG,LPF,0.0003,0.0012,0.00045,4.14E-05
EHU,CKG,0.0003,0.0009,0.00070,4.28E-05
XFN,HRB,0.0003,0.0013,0.00034,3.01E-05
TVS,KMG,0.0003,0.0012,0.00038,3.27E-05
TAO,TXN,0.0003,0.0012,0.00048,3.87E-05
TFU,DOY,0.0003,0.0016,0.00028,2.50E-05
HET,YIH,0.0003,0.0011,0.00050,3.48E-05
LYI,KHN,0.0003,0.0013,0.00028,2.43E-05
EHU,PVG,0.0003,0.0013,0.00049,5.06E-05
PKX,YIC,0.0003,0.0013,0.00026,2.28E-05
KMG,ENY,0.0003,0.0016,0.00031,3.18E-05
CKG,KOW,0.0003,0.0012,0.00043,2.74E-05
TYN,CZX,0.0003,0.0013,0.00038,3.15E-05
HGH,FUO,0.0003,0.0013,0.00023,2.01E-05
CGO,YIN,0.0003,0.0013,0.00028,2.21E-05
ZUH,KOW,0.0003,0.0015,0.00038,3.84E-05
YUS,TFU,0.0003,0.0011,0.00051,2.03E-05
WEF,XIY,0.0003,0.0013,0.00026,2.28E-05
CSX,MIG,0.0003,0.0014,0.00024,2.18E-05
XNN,WUX,0.0003,0.0011,0.00041,1.67E-05
HZG,SZX,0.0003,0.0013,0.00026,2.35E-05
YBP,SWA,0.0003,0.0013,0.00036,3.37E-05
SHA,JDZ,0.0003,0.0015,0.00047,4.97E-05
NAO,CSX,0.0003,0.0014,0.00016,8.87E-06
DLU,KMG,0.0003,0.0013,0.00036,3.39E-05
TCG,TFU,0.0003,0.0013,0.00037,3.43E-05
LZO,KMG,0.0003,0.0014,0.00052,5.49E-05
BSD,TFU,0.0003,0.0015,0.00027,2.65E-05
HZA,HGH,0.0003,0.0014,0.00048,5.15E-05
HSN,DZH,0.0003,0.0012,0.00042,2.38E-05
HET,NZL,0.0003,0.0009,0.00059,3.43E-05
JHG,KWE,0.0003,0.0014,0.00041,4.22E-05
TSN,CGO,0.0003,0.0015,0.00026,1.64E-05
HGH,ENY,0.0003,0.0013,0.00039,3.48E-05
CTU,XIY,0.0003,0.0014,0.00040,2.63E-05
HAK,DAT,0.0003,0.0010,0.00052,2.92E-05
HAK,YTY,0.0003,0.0013,0.00032,2.93E-05
CGQ,LFQ,0.0003,0.0013,0.00030,2.48E-05
XIY,HCZ,0.0003,0.0013,0.00038,3.43E-05
HGH,WNH,0.0003,0.0013,0.00038,3.42E-05
HSN,DLC,0.0003,0.0013,0.00026,2.35E-05
DOY,TFU,0.0003,0.0014,0.00031,2.81E-05
LYA,SYX,0.0003,0.0013,0.00037,3.37E-05
KMG,HCZ,0.0003,0.0014,0.00029,2.64E-05
CTU,SQJ,0.0003,0.0011,0.00039,1.50E-05
YTY,LHW,0.0003,0.0012,0.00041,3.65E-05
PKX,YNT,0.0003,0.0013,0.00035,2.19E-05
YNT,JXA,0.0003,0.0013,0.00045,4.47E-05
HAK,LYA,0.0003,0.0013,0.00036,3.38E-05
LZO,JHG,0.0003,0.0012,0.00046,4.27E-05
CAN,YIC,0.0003,0.0014,0.00042,4.31E-05
HLD,TAO,0.0003,0.0015,0.00029,2.89E-05
WNZ,CZX,0.0003,0.0014,0.00047,4.88E-05
KWE,JGS,0.0003,0.0014,0.00043,4.35E-05
CDE,XIY,0.0003,0.0018,0.00028,3.15E-05
CSX,RIZ,0.0003,0.0014,0.00022,2.07E-05
DLC,NDG,0.0003,0.0012,0.00044,3.98E-05
DQA,XIY,0.0003,0.0013,0.00037,3.49E-05
DOY,SZX,0.0003,0.0012,0.00039,3.47E-05
FUG,KMG,0.0003,0.0012,0.00038,3.33E-05
LUM,WUH,0.0003,0.0014,0.00022,2.06E-05
LLV,PEK,0.0003,0.0015,0.00027,2.74E-05
JXA,PEK,0.0003,0.0013,0.00027,2.47E-05
NNG,JJN,0.0003,0.0013,0.00028,2.63E-05
LUM,XIY,0.0003,0.0014,0.00024,2.33E-05
TXN,DLC,0.0003,0.0015,0.00021,2.12E-05
DSN,TFU,0.0003,0.0013,0.00038,3.52E-05
XIY,LYG,0.0003,0.0011,0.00046,2.33E-05
PEK,HMI,0.0003,0.0013,0.00026,2.52E-05
CAN,HCJ,0.0003,0.0014,0.00023,2.15E-05
DLU,CTU,0.0003,0.0011,0.00048,1.93E-05
KOW,DLC,0.0003,0.0013,0.00037,3.52E-05
XMN,SHS,0.0003,0.0014,0.00022,2.00E-05
LJG,KWL,0.0003,0.0015,0.00023,2.30E-05
JNG,TFU,0.0003,0.0012,0.00040,3.68E-05
HRB,HLD,0.0003,0.0019,0.00030,3.55E-05
TAO,HLD,0.0003,0.0015,0.00031,3.12E-05
RLK,HET,0.0003,0.0009,0.00086,6.63E-05
YNJ,CGQ,0.0003,0.0017,0.00033,3.63E-05
JGS,PVG,0.0003,0.0013,0.00038,3.82E-05
YYA,CTU,0.0003,0.0009,0.00064,4.06E-05
CSX,YTY,0.0003,0.0014,0.00023,2.15E-05
FUG,CKG,0.0003,0.0012,0.00044,4.05E-05
TCZ,CAN,0.0003,0.0013,0.00023,2.15E-05
FOC,SZX,0.0003,0.0014,0.00027,2.61E-05
NGB,LYI,0.0003,0.0013,0.00041,4.06E-05
YTY,HAK,0.0003,0.0013,0.00034,3.09E-05
PVG,AVA,0.0003,0.0012,0.00041,3.72E-05
CGO,RLK,0.0003,0.0013,0.00035,3.03E-05
PVG,JIQ,0.0003,0.0012,0.00041,3.81E-05
BAV,HGH,0.0003,0.0013,0.00039,3.67E-05
CGO,UCB,0.0003,0.0014,0.00023,2.06E-05
YNT,FOC,0.0003,0.0012,0.00044,3.87E-05
CSX,LUM,0.0003,0.0013,0.00037,3.44E-05
LHW,FOC,0.0003,0.0013,0.00035,3.38E-05
TXN,KMG,0.0003,0.0013,0.00024,2.07E-05
BHY,XUZ,0.0003,0.0013,0.00033,3.09E-05
NNG,YCU,0.0003,0.0013,0.00039,3.82E-05
PKX,DNH,0.0003,0.0013,0.00035,3.32E-05
SQJ,CTU,0.0003,0.0010,0.00045,1.45E-05
FOC,ACX,0.0003,0.0013,0.00037,3.36E-05
JNZ,CZX,0.0003,0.0013,0.00023,2.04E-05
JJN,LUM,0.0003,0.0013,0.00030,2.63E-05
KWE,ZHA,0.0003,0.0011,0.00054,4.13E-05
WUH,JIC,0.0003,0.0013,0.00036,3.25E-05
SHE,ENY,0.0003,0.0012,0.00037,3.30E-05
WUH,WUT,0.0003,0.0014,0.00022,2.02E-05
HAK,LZO,0.0003,0.0013,0.00037,3.45E-05
LZY,SZX,0.0003,0.0011,0.00023,1.48E-05
INC,HET,0.0003,0.0012,0.00053,5.25E-05
BAV,TSN,0.0003,0.0011,0.00056,4.44E-05
SZX,ZQZ,0.0003,0.0013,0.00037,3.41E-05
JNG,HAK,0.0003,0.0012,0.00036,3.19E-05
KMG,EHU,0.0003,0.0013,0.00031,2.93E-05
JGS,SHA,0.0003,0.0013,0.00043,4.44E-05
DLC,JMU,0.0003,0.0013,0.00038,3.70E-05
FOC,UYN,0.0003,0.0013,0.00025,2.30E-05
HAK,LZH,0.0003,0.0014,0.00044,4.39E-05
WDS,JJN,0.0003,0.0013,0.00038,3.66E-05
TAO,JUZ,0.0003,0.0012,0.00043,3.44E-05
LYI,ZUH,0.0003,0.0011,0.00041,3.73E-05
YIC,CAN,0.0003,0.0013,0.00041,4.04E-05
LZO,CGO,0.0003,0.0013,0.00037,3.53E-05
HYN,NNG,0.0003,0.0013,0.00023,2.05E-05
RLK,XIL,0.0003,0.0009,0.00063,4.03E-05
PZI,CAN,0.0003,0.0009,0.00050,1.75E-05
YIN,WUX,0.0003,0.0013,0.00028,2.57E-05
YIH,CTU,0.0003,0.0013,0.00045,4.59E-05
CIH,WUH,0.0003,0.0012,0.00044,4.25E-05
XFN,DLC,0.0003,0.0012,0.00038,2.76E-05
DNH,PKX,0.0003,0.0014,0.00030,2.98E-05
HZA,CSX,0.0003,0.0013,0.00028,2.54E-05
ACX,NKG,0.0003,0.0016,0.00025,2.76E-05
DLC,YNZ,0.0003,0.0013,0.00047,4.77E-05
KMG,JDZ,0.0003,0.0014,0.00020,1.86E-05
ZAT,PVG,0.0003,0.0014,0.00020,2.02E-05
AKA,CAN,0.0003,0.0013,0.00029,2.66E-05
WNZ,HSN,0.0003,0.0014,0.00024,2.21E-05
YYA,TAO,0.0003,0.0013,0.00032,2.99E-05
TAO,KWL,0.0003,0.0012,0.00040,3.82E-05
WNZ,ACX,0.0003,0.0013,0.00021,1.81E-05
LYA,CAN,0.0003,0.0009,0.00060,3.55E-05
WEF,PVG,0.0003,0.0015,0.00026,2.68E-05
LYI,SWA,0.0003,0.0009,0.00060,3.53E-05
LLV,PVG,0.0003,0.0010,0.00044,1.49E-05
PEK,SQD,0.0003,0.0013,0.00035,3.39E-05
FOC,LHW,0.0003,0.0012,0.00034,3.00E-05
WUX,LZO,0.0003,0.0012,0.00038,3.47E-05
CAN,UYN,0.0003,0.0012,0.00033,2.41E-05
CSX,TVS,0.0003,0.0009,0.00051,3.03E-05
HAK,WMT,0.0003,0.0011,0.00052,4.15E-05
TFU,YIH,0.0003,0.0014,0.00040,4.23E-05
LZO,HAK,0.0003,0.0013,0.00035,3.39E-05
WDS,FOC,0.0003,0.0014,0.00023,2.22E-05
LZH,KMG,0.0003,0.0012,0.00050,4.97E-05
LZH,WUH,0.0003,0.0012,0.00045,3.69E-05
ACX,CAN,0.0003,0.0010,0.00052,2.16E-05
LJG,KMG,0.0003,0.0013,0.00033,3.16E-05
DSN,HLD,0.0003,0.0013,0.00026,2.27E-05
INC,NTG,0.0003,0.0009,0.00053,3.36E-05
KWE,JHG,0.0003,0.0012,0.00045,4.36E-05
PEK,JIQ,0.0003,0.0012,0.00028,2.51E-05
SZX,ACX,0.0003,0.0013,0.00037,3.51E-05
